CODICE PRODOTTO,CODICE OE,CODICI CROSS,BRAND,DESCRIZIONE,LINK IMMAGINE,CATEGORIA,GIACENZA,PREZZO,SCHEDA TECNICA,SCHEDA DI SICUREZZA,CONFEZIONE,QUANTITÀ MINIMA,META.LUNGHEZZA,META.LARGHEZZA,META.PROFONDITA',META. ...
3.37142,4410320302 | 0542090 | 031508710390 | 092.489 | 086.416-00A | 12348990021 | 81.27120.6177 | 81.27120.6131 | 81.27120.6097 | 0486000250 | 0486000210181 | 0486000210000 | 0486000250N00 | 70660947 | 107659 | 4057795376564 | 4057795589353 | 2260592 | 2260591 | 2260519 | 81759,,DIESEL-TECHNIC,"Sensore, N? giri ruota",,Ricambio,1.0,25.9,,,1 pz,1,,,,
3.37147,4410322980 | 4410322650 | 4410322850 | 0542138 | 031508710240 | 091055 | 08660100A | 12-348990017 | 81.27120.6121 | 81271206184 | 70660707 | 47329 | 0210322650 | 4057795672987 | 4047755601041 | 2261150 | 2261149 | 82210,,DIESEL-TECHNIC,"Sensore, N? giri ruota",,Ricambio,1.0,25.9,,,1 pz,1,,,,
3.37156,4410322910 | 0542093 | 031508710220 | 096388 | 08648400A | 81271206189 | 70660705 | 40546 | 4057795317161 | 4057795317154 | 2261151 | 75742,,DIESEL-TECHNIC,EBS sensor right,,Ricambio,1.0,28.9,,,1 pz,1,,,,
3.37169,4410320312 | 4410320302 | 2V5927748E | 091303 | 08661300A | 81271206202 | 0486000277 | 0486000261K50 | 4057795395497 | 4057795590250 | 2261156 | 84481,,DIESEL-TECHNIC,EBS sensor right,,Ricambio,1.0,26.9,,,1 pz,1,,,,
3.40045,1315468025 | 1315268017 | 07W141719 | 05.23.142 | 082900909310 | T090931 | 9497 | 020465 | 03016100A | 030.161-10A | 12311060002 | 81324110007 | 81324110006 | 3189600020 | 3189600070 | 55261601 | 0250440 | 30287 | 35500 | 21250007 | K25.00058 | 4047755146146 | 1833859 | 141331 | 55518,,DIESEL-TECHNIC,Forcella di disinnesto,,Ricambio,1.0,38.9,,,1 pz,1,,,,
3.40057,830070 | 806508 | 806613 | 0523131 | 08.270.1000.761 | 082907000020 | 700002 | 991.14.16.0033 | 065.254 | 061115 | 5001873287 | 5001864270 | 5001858682 | 5000305439 | 7485123226 | 640206 | 10008300A | 01090600A | 03053400A | 12-311110003 | A0002543008 | A0002542708 | 0002542708 | 0002543008 | 81305500101 | 81305500096 | 81305500102 | 82305500016 | 81305500114 | 81305500104 | 36.30550.0001 | 500052510 | 500052520 | 3151000144 | 3482083219 | 3482083145 | 3151225031 | 3151225001 | 3482083032 | 3151600544 | 0690898 | 0690562 | 0690881 | 3151000144 | 9347 | 9347KAWE | 9347M.I. | 500305439 | 98436188 | 500317617 | 500335068 | 500317671 | 500372212 | 504070593 | 500397755 | 504091142 | 504158912 | 504120865 | 504222042 | 504385079 | 5000305439 | 42104650 | 500059754 | 42104476 | 2992486 | 42102103 | 4303053 | 42543362 | 42556650 | 42114856 | 01905282 | 02992486 | 01905756 | 01805282 | 1905756 | 1905282 | 1805282 | 04303053 | 1-31310011-0 | 42114856 | 1905282 | 1805282 | 98436188 | 500397755 | 500335068 | 01805282 | 98400715 | 01905282 | 109088 | 47174 | 105382 | 105336 | 105278 | 105254 | 105189 | 99707010805 | 643320900 | 643312500 | 643321700 | 643332000 | 643330700 | 643332500 | 643335300 | 643273700 | 643274400 | 643312100 | 640301700 | 640304500 | 640301600 | 640301000 | 640295100 | 640301500 | 640300900 | 640274700 | 640295000 | 500052520 | 640274600 | 500052510 | 9305172510 | 9270225031 | 6000145726 | 125850 | 4047755146221 | 81305500114 | A0002543008 | 504158912 | 504222042 | 5001873287 | 504120865 | 81305500101 | 81305500102 | 504385079 | 81305500096 | 2992486 | 5001864270 | 5001858682 | 42556650 | 36305500001 | 100032 | 310031 | 000144 | 6573102 | 1615927 | 1634627 | 104218 | 73708 | 00123157 | 17440010 | 17440020,,DIESEL-TECHNIC,Cuscinetto disinnesto,,Ricambio,1.0,70.9,,,1 pz,1,,,,
3.40063,07W141165 | 2U2141165B | 827500 | 827501 | 827551 | 827552 | 827565 | 827566 | 806508 | 830071 | 1912687 | 0523128 | TW00717 | 082907000600 | 131205101400 | 203.209 | 7485137875 | 7485127008 | 550080 | 080.402-00A | 030.530-00A | 020.125-00A | 010.900-00A | 10008100A | 25032000A | 12311110003 | 0032508315 | A0002543208 | 0002543208 | 0032502215 | 0032508015 | A0032502215 | A0032508315 | A0032508015 | 81.30550.0255 | 81.30550.0251 | 81.30550.0249 | 81.30550.0118 | 81305500270 | 81305500264 | 81324120006 | 81605500264 | 500117110 | 10492338 | 3151000679 | 3400700669 | 3151000493 | 3981600000 | 3400700659 | 0691263 | 9019MI | 9019 | 500024666 | 504385080 | 503138923 | 504264338 | 504237895 | 03144938 | 504237895 | 504385080 | 503138923 | 105406 | 105257 | 643336100 | 643333000 | 643330300 | 500117110 | 643330200 | 643330800 | 643331400 | 640305000 | 640311000 | 643328500 | 640312400 | 643345200 | 643344210 | 643343800 | 643340300 | 643342000 | 643338500 | 643338300 | 9765002997 | 125854 | 4047755679309 | A0032502215 | 81305500255 | A0002543208 | 81305500249 | 81305500251 | 7485127008 | 504385080 | 504237895 | 503138923 | K2002688 | 000493 | 47230612 | 1912687 | 1822997 | 1830316 | 1746150 | 1822487 | 1686642 | 1697725 | 79130,,DIESEL-TECHNIC,Cuscinetto disinnesto,,Ricambio,1.0,88.9,,,1 pz,1,,,,
3.40067,1200451 | 81305500250 | 53000500 | 023.113 | 03028700A | 81307166105 | 81.30550.0250 | 81.30550.0115 | 510011910 | 3182600142 | 3182600142 | 81.30550.0250 | 9558 | MZA5109.3.1 | 510011910 | 636302533 | 640313033 | 4047755651572 | 79321,,DIESEL-TECHNIC,Cuscinetto disinnesto,,Ricambio,1.0,154.9,,,1 pz,1,,,,
3.40203,1328268011 | 1328268013 | 2V5311551B | 85109290 | 0523143 | 08.290.0909.400 | 08.290.0276.220 | 08.290.0909.330 | 08.290.0909.338 | 10029 | 020.464 | 7485129131 | 7421624229 | 340049 | 340201 | 550260 | 642007 | 10007200A | 030.163-10A | 030.163-00A | 010.192-00A | 1615935 | 12-311060005 | 0002503513 | A0002503513 | 410360 | N2.93021.0137 | 81.30560.0068 | 81.30560.0078 | 81.30560.0079 | 81.30560.6023 | 81.30560.6024 | 81.32411.0009 | 81.93021.0424 | 81.30560.0067 | 10873323 | 571800008 | 3189600015 | 42563674 | 5001854041 | 42558367 | 38081 | 45257 | 105238 | 9759600004 | 6000144561 | 6000139126 | K25.00656 | K2003052 | 81305600079 | 4047755954895 | 4057795640108 | 1615929 | 1956924 | 1896797 | 1860299 | 1788984 | 1745237 | 1686643 | 1668287 | 141446 | 68002,,DIESEL-TECHNIC,Forcella di disinnesto,,Ricambio,1.0,76.9,,,1 pz,1,,,,
3.40204,10022 | 020465 | 81.32411.0007S | 3189600020S | 4047755454418 | 55518,,DIESEL-TECHNIC,Forcella di disinnesto,,Ricambio,1.0,109.9,,,1 pz,1,,,,
3.40220,1328368001 | 1328368011 | 2V5141327 | 082900909338 | 08.290.0909.400 | 082900909330 | 10030 | 021.154 | 10007300A | 03016400A | 01019300A | 12311060004 | 0002540907 | A0002540907 | 410370 | 81305300037 | 42537411 | 46786 | 6000144963 | 4047755693732 | 4057795453821 | 1615935 | 160.406 | 69722,,DIESEL-TECHNIC,Albero disinnesto,,Ricambio,1.0,35.9,,,1 pz,1,,,,
3.41107,2V5721257 | 2200123 | 0523006 | 50036500 | 094214 | 81307156152 | 0250494 | MKG2385212 | MKG2385211 | 102480 | 3892385211 | 025297 | 4057795511248 | 77940,,DIESEL-TECHNIC,Cilindro operatore frizione,,Ricambio,1.0,86.9,,,1 pz,1,,,,
3.41114,81307156140 | 874607 | 2100922 | FSK.10 | 50023700 | 094.216 | 030.294-00A | TT08.02.010 | 81.30715.6140 | KG22027.0.2 | 175495 | 4057795490628 | 77942,,DIESEL-TECHNIC,Cilindro operatore frizione,,Ricambio,1.0,61.9,,,1 pz,1,,,,
3.50016,0501212606 | 2V5919457 | 05.42.077 | 010508715700 | 094210 | 08093300A | 81255250156 | 4047755699963 | 4047755699956 | 2260356 | 77883,,DIESEL-TECHNIC,Interruttore pressione,,Ricambio,1.0,24.9,,,1 pz,1,,,,
3.50130,026109 | 0065426917 | A0065426917 | 81.25909.0035 | 4047755829551 | 4047755690922 | 340804005013G | 340804005013A | 103075,,DIESEL-TECHNIC,Inductive sensor,,Ricambio,1.0,82.9,,,1 pz,1,,,,
3.53029,81.32688.6009 | 81326886009 | U2773023 | 4057795534193 | 2816015,,DIESEL-TECHNIC,Elettrovalvola,,Ricambio,1.0,750.9,,,1 pz,1,,,,
3.53115,860495512201 | 0501209188 | 0437006 | 023324 | 5001842967 | 6.45020 | 551060 | 81.95801.0165 | 1295215 | 42531515 | 42531515 | 5001842967 | 81958010165 | 024193 | K2001459 | 0501209188 | 95532892 | 4047755647506 | 4047755684808 | 1295215 | 6019510 | 81968,,DIESEL-TECHNIC,Rullo a sfere,,Ricambio,2.0,13.9,,,1 pz,1,,,,
3.53220,0524025 | 0524029 | 023248 | 81326056111 | 81326556114 | 81326556113 | 81326556128 | 627496AM | 105911 | 5236556128 | 4047755147044 | SA7C0006 | 2516009 | 81090,,DIESEL-TECHNIC,Centralina,,Ricambio,1.0,375.9,,,1 pz,1,,,,
3.53253,025.108 | 81326200055 | 81.32620.0080 | 4057795570184 | 4057795570177 | 2816020 | 95787,,DIESEL-TECHNIC,POMELLO,,Ricambio,1.0,189.9,,,1 pz,1,,,,
3.60001,184116 | WIP2011351 | SET1094 | 33022 | 11.050.0243.210 | 110500247020 | VKHB2163 | VKBA5401 | 33022 | 010.385 | 0959443022 | 463852 | 070.960-10A | 07096000 | HDB007 | A0049810905 | A0059812105 | 06324990155 | A0049810705 | 12147510001 | 0089813505 | 0189817105 | A0049810905 | A0049810705 | 0049810905 | 0049810705 | 0059812105 | A0189817105 | A0089813505 | A0059812105 | 87.52460.1802 | 06324990044 | 06324990151 | 81934200103 | 06324990155 | 33022F | AS33022 | CUP33022F | 23314 | 723014310 | 33022562158 | 723013410 | 33022 | 8001330222 | K26.00199 | 4057795662148 | 10118 | 02.01.98.207327 | 134.140 | 69397,,DIESEL-TECHNIC,Tapered roller bearing,,Ricambio,1.0,62.9,,,1 pz,1,,,,
3.60002,6210074 | 20593429 | 32019X | SET1049 | SET1049-900SA | 324714030000 | 324741030000 | 32019XQ | 091311 | 110500243110 | VKHB2161 | 1911813 | 1408175 | 010405 | 5010439224 | 5010534822 | 5010587011 | 5000675133 | 5010241096 | 5000682662 | 1.16466 | 6.54103 | 465890 | HDB001 | A0069814705 | 06324890114 | 5010241096 | 5000682662 | A0019802602 | 5010439224 | A0039815105 | A0029815405 | 000720032019 | 0019812602 | 0019802602 | 0029815405 | 0039815105 | 0039815405 | 0069814705 | A0039815105 | A0019802602 | A0029815405 | A0019812602 | A0039815405 | N000720032019 | A0069814705 | 06324890012 | 06.32489.0064 | 06.32489.0114 | 32019JR | 32019XF | AS32019X | 19059 | 32019X | 32019XA | K0703617 | K2600423 | BRG813 | 4057795500501 | 4047755779306 | 020198207356 | 10873 | 0621285 | 0621286 | 0622103 | 0655407 | 655407 | 622103 | 621286 | 621285 | AMPA012 | 5010439224 | 530.822 | 130.822 | 130.741 | 69683,,DIESEL-TECHNIC,Tapered roller bearing,,Ricambio,1.0,46.9,,,1 pz,1,,,,
3.60003,WHT006375 | SET1093 | EK50021 | SET1306 | SET1341 | WIPVKHB2146 | 33021/QVB401 | 33021/Q | VKHB2146 | VKT8438 | 025.279 | 050321 | 030.208-00 | 070.856-00A | 070.856-00 | 06324990188 | 0347510003 | 06324990188 | 81934200287 | 06324990038 | 06324990127 | 06324990126 | 06324990183 | AASF15239 | F15239 | 21128 | 33021 | 33021.580938 | 33021.565609 | 4057795639607 | 020198207302 | K2600424 | 130.802 | 98544,,DIESEL-TECHNIC,Tapered roller bearing,,Ricambio,1.0,56.9,,,1 pz,1,,,,
3.60009,EK50024 | SET1325 | 11.050.0248.090 | VKBA5265 | VKHB2240 | 022414 | 07086000 | 070.860-00A | 07086010A | 12146500003 | 06324890073 | 06324890072 | EK50024 | 11441 | 201009 | 201075 | 565793 | 4047755981907 | 4057795462908 | 77280,,DIESEL-TECHNIC,Tapered roller bearing,,Ricambio,1.0,30.9,,,1 pz,1,,,,
3.60018,WIP2012136 | 11040009141S | 11.040.0901.220 | VKBA5414 | 022.289 | 81934200353 | 03025300 | 03025300A | 81934200353 | 81934200345 | 81.93420.0345 | 81934200353 | 201081 | 201081 | 4057795360013 | 75413,,DIESEL-TECHNIC,Wheel bearing unit,,Ricambio,1.0,272.9,,,1 pz,1,,,,
3.60027,2V5501319A | 31313A | 31313 | 0029814505 | SET1188 | 9429810405 | 110500248260626 | 0029814505 | 9429810405 | VKT8761 | 129289 | 200.069 | 4.64671 | 4.65279 | 0019800502 | 0039810605 | 0029814505 | 0189819205 | 0139816205 | A0019800502 | 9429810405 | A0039810605 | A0029814505 | A0189819205 | A0139816205 | A9429810405 | 81.93420.0097 | 64934200032 | 87.52350.0900 | 64934200028 | 06.32499.0088 | 06.32499.0022 | 06.32490.5900 | 9429810405 | 06.32499.0088 | 31313A | 31313F | AAS31313F | F15046 | 49035 | 31313A | 020198207321 | 4047755649456 | K23.00024 | K26.00222 | 0384810 | 384810 | 130324 | 130629 | 130903 | 70787,,DIESEL-TECHNIC,Tapered roller bearing,,Ricambio,1.0,49.9,,,1 pz,1,,,,
3.60031,183769 | 9036655029 | 90366-55016 | SET1060 | 32211 | SET1046 | 11.050.0243.490 | VKHB2019 | 06324990001 | 022.189 | 0959232211 | 0023432211 | 5000050072 | 5516010574 | 5516014519 | 030.200-00 | HDB034 | 40211-50000 | 0101410544 | 0019818605 | 000720032211 | 0009813305 | 0009819005 | 0019818405 | A0009813305 | 0029812405 | 0089814805 | 3199810205 | A0009819005 | A0029812405 | A0019818605 | A0019818405 | A3199810205 | A0089814805 | N000720032211 | 87523300610 | A0.02343.2211 | 87.52330.0600 | 81.93420.0056 | 06.32499.0064 | 06.32499.0001 | 1125929 | 01125929 | 26800170 | 1-09812097-0 | 9-00032211-0 | 5098120020 | 710500498 | 10500498 | 01125929 | 26800170 | 1125929 | AS32211 | 32211F | 04356 | 32211A | 4047755397418 | 4057795493070 | 14555 | 0014555 | 74752,,DIESEL-TECHNIC,Cuscinetto a rulli conici,,Ricambio,1.0,19.9,,,1 pz,1,,,,
3.60055,031300922300 | 036.147-00A | 03613010A | 036.125-10A | 81524030029 | 81.93021.0397S | 81524006005 | 39370 | 4057795593183 | 4057795002265,,DIESEL-TECHNIC,Anello ABS,,Ricambio,1.0,19.9,,,1 pz,1,,,,
3.60106,01.67.534 | 11.060.0990.170 | 0990017 | VKS6189 | 022292 | 201051 | 420521 | 031.181-00 | 031.181-00A | 01108600A | 12-147530000 | 0340350054 | A0139978946 | 0139978946 | 013997894602 | N013997894602 | 520676 | 06562890386 | 06.56289.0257 | 06562890309 | 81.96501.0908 | 81.96502.6072 | 06562890272 | 06562890308 | 06562890261 | 06562890307 | 1016689 | 01016689 | 55354601 | 0139978946 | 6562890386 | 05758 | 24758 | 290190 | 826774 | 4047755147624 | 4057795254343 | 02.01.99.208023 | 93474 | 82321 | 82322 | 01016689 | B1BAVISLDRWX6 | 82016689 | 145/175/16FPM | 01016689B | 239362 | 75416 | 73396,,DIESEL-TECHNIC,Paraolio,,Ricambio,1.0,21.9,,,1 pz,1,,,,
3.60535,2V5501471 | 140800908980 | VKA4399 | 81906200086 | 14011 | 023.271 | 036.080-00A | 64.90620.0001 | 81.90620.0110 | 81.90620.0086 | 19184 | 4340431100 | 434043110 | 81.90620.0086 | 4047755591366 | 4047755514457 | 81159,,DIESEL-TECHNIC,Ghiera a tacche,,Ricambio,2.0,22.9,,,1 pz,1,,,,
3.60570,2V5959483 | 05.42.079 | 01.050.8715.810 | 096225 | 080.935-00A | 12340290001 | 81255030244 | 81255030244 | 49477 | 5232550302 | 81255030244 | 4047755300395 | 4057795656383 | 432211 | 2260215 | 71947,,DIESEL-TECHNIC,Interruttore pressione,,Ricambio,2.0,20.9,,,1 pz,1,,,,
3.60751,2V5525283A | 81391150453 | 81.39115.5115 | 81391150398 | 81391155115 | K2600239 | 4057795324947 | 81391155115 | 197303,,DIESEL-TECHNIC,Flange,,Ricambio,1.0,155.9,,,1 pz,1,,,,
3.62413,2V5609817A | 05.35.062 | 03.030.8790.180FM | 03.030.8790.180 | 022452 | 03200069 | 036.322-50A | 12-345330019 | MSAS115609 | 81.50610.6251 | 81.50610.6261 | 80180C | 31616 | 1205866630 | 15820 | 4057795651340 | 4232150 | 57934 | 1390010,,DIESEL-TECHNIC,Leva di regolazione,,Ricambio,1.0,72.9,,,1 pz,1,,,,
3.65160,4333003854 | 2Z0501341A | 05.30.062 | 025.416 | 81.43613.0021 | 81.43613.0030 | 2582.02 | 170046 | 4047755335168 | 4047755335182 | 100159,,DIESEL-TECHNIC,Plunger,,Ricambio,1.0,13.9,,,1 pz,1,,,,
3.65400,4120320 | 4120330 | 4410501210 | 4410501200 | 4410501230 | 4410501220 | 01.42.142 | 022408603070 | 022408603080 | 2110474 | 1448082 | 096.403 | 462942 | 08098200A | 08098400A | 0340320130 | OR61.16.010 | OR6116009 | 0025426718 | A0025426718 | 0035422618 | A0035422618 | 36259370000 | 81259370040 | 41200708 | 45509 | 45397 | 45799 | 0210501230 | SA5E0034 | 4057795459489 | 4057795577329 | 4057795640566 | 4047755419387 | 4410501210 | 28830 | SEN-474 | 020154227636 | 2209104 | 2209111 | 2209110 | 2209112 | 75757 | 08.4410.40 | 08441010 | 08.4410.20,,DIESEL-TECHNIC,Sensore per correnza,,Ricambio,1.0,38.9,,,1 pz,1,,,,
3.66704,PRO0060030 | 4640060020 | 4640060027 | 4640023100 | 4640024410 | 4640060010 | 220243403 | 0060030 | 2TB412600A | 9030008 | 021807610320 | 2121655 | 339792 | 094.108 | 4425010400 | 5010260213 | 084.688-00A | 09489900 | 084.601-00A | 05-0639 | TT10.05.002 | OR10.11.028 | 81436106117 | 81436106116 | 81436106135 | I94616 | II19425 | II19425ES | SV1395 | II19425AT | 04853325 | 4853325 | 612035021 | 612017091 | S6369 | F001572 | 178773 | 0310060027 | 3761217591 | 3400046478 | 4057795381087 | IT0504D00005 | 1325337A | 1325337 | 1325337R | 2414205 | 2314316 | 2214401 | 10.309.20.61.8 | 77026 | 08139500 | 08801040,,DIESEL-TECHNIC,Valvola di livello,,Ricambio,1.0,56.9,,,1 pz,1,,,,
3.67544,81413520009 | 9486 | 020339 | 81413520009 | 23323009 | 4057795539822 | 56288,,DIESEL-TECHNIC,Hub cover,,Ricambio,1.0,42.9,,,1 pz,1,,,,
3.69001,81471019082 | 8001516 | 7685955101 | 7685955125 | 2V5422156 | TT21.01.021 | 05.37.035 | 81471016136 | 05.050.0916.150 | 050500916110 | 021.064 | 03250100A | 400608 | 071390F30002 | 021390000000 | 12-346310001 | TT2101021 | D026357 | PS000230 | 81.47101.6136 | 81.47101.6140 | 81.47101.6168 | 81.47101.6161 | 81.47101.6170 | 81.47101.6086 | 81.47101.6082 | 81.47101.6090 | 81.47101.6116 | 81.47101.6103 | 81.47101.6121 | 81471019161 | 81991783154 | 81471019136 | 81471019103 | 81471019121 | 81471016180 | 81471016171 | 2107184 | 8001516 | 0516183 | 0863044 | LH2114068 | 5111764 | 542046410 | 8001516 | 8001488 | 7685955 | 7685955259 | 7685955325 | 7685955125 | 99444525 | 99444525 | 45751 | 542052910 | 81.47101.9136 | 542002210 | 542046410 | 21460136 | 020247232672 | 4057795365124 | 4047755024543 | CSP67101GS | KS01000375 | KS01000408 | KS00000405 | KS00000438 | 65303,,DIESEL-TECHNIC,Pompa olio servosterzo,,Ricambio,1.0,105.9,,,1 pz,1,,,,
3.69012,7687955111 | 768795550101 | 768795512301 | 7687955123 | 768795511101 | 05.050.0916.140 | 026200 | 3.69016 | 032.503-00A | 81.47101.6223 | 81.47101.9223 | 81471016217 | 81.47101.9217 | 81.47101.6241 | 5011798 | 7687955111 | 7687955501 | 7687955123 | 768795550140 | 8001890 | 8001893 | 542053110 | 4057795528017 | KS01000467 | KS01000471 | KS01004239 | KS00003201 | KS00000501 | KS00000497,,DIESEL-TECHNIC,Pompa olio servosterzo,,Ricambio,1.0,152.9,,,1 pz,1,,,,
3.70002,05.42.082 | 01.050.8716.430 | 022.180 | 080.923-00A | 81.27421.0097 | 178831 | 25542097 | 4047755317577 | 4047755317584 | 360081063001C | 2260456 | 74471,,DIESEL-TECHNIC,Interruttore a pressione,,Ricambio,1.0,32.9,,,1 pz,1,,,,
3.75507,4121008002 | 4121008022 | 51549010042 | 70-38754-00 | 51549010042 | 873.420 | 51.54901.0042 | 21130042 | 4047755312565 | 4047755496975,,DIESEL-TECHNIC,GUARNIZIONE,,Ricambio,2.0,12.9,,,1 pz,1,,,,
3.82270,0559016 | 024060 | 81.61967.6022 | 81.61967.0011 | 81.61967.0016 | AVS2000P | 9XL351328361 | 40030 | 28880022 | 4057795621961 | 4057795557772 | 2260700 | 1147412139 | 84980,,DIESEL-TECHNIC,Elettrovalvola,,Ricambio,1.0,86.9,,,1 pz,1,,,,
3.82292,05.15.024 | 023087 | 51.06304.5458 | 51063035460 | 55135302 | 174665 | SA2H0001 | 4057795430020 | 4057795226623,,DIESEL-TECHNIC,Tubazione del liquido di,,Ricambio,1.0,28.9,,,1 pz,1,,,,
3.82293,0515023 | 023088 | 51063035838 | 51.06304.5457 | 55135301 | 4057795581555 | 4057795119925 | 4057795159006,,DIESEL-TECHNIC,Tubazione del liquido di,,Ricambio,1.0,25.9,,,1 pz,1,,,,
3.82294,07W820721 | 05.15.025 | 023.263 | 51.06303.5459 | 51.06304.5459 | 4057795464001 | 4057795463998 | 81105,,DIESEL-TECHNIC,Tubazione del liquido di,,Ricambio,1.0,19.9,,,1 pz,1,,,,
3.82296,023.353 | 51.06304.5462 | 51.06303.5865 | 4057795428881 | 4057795672253 | 82191,,DIESEL-TECHNIC,TUBAZIONE DEL LIQUIDO DI,,Ricambio,1.0,23.9,,,1 pz,1,,,,
3.83100,0070230 | 0070010 | 4640070010 | 4640070220 | 4640070230 | PRO0070230 | PRO0070010 | 2V5819810 | 20746460 | 05.63.030 | 02.180.7610.350 | 1934938 | 094099 | 7420746460 | 5021170189 | 5010136105 | 6.65093 | 270211 | 094.672-00 | 084.625-00A | 12340320000 | TT1006004 | 81436106129 | 23567 | 4047755314170 | 4047755796457 | 4057795599963 | 23500003 | ABV-4938 | ABV-460 | 28866 | 1505081 | 2214516 | 2214515 | 2214500 | 77017 | 08801080,,DIESEL-TECHNIC,Valvola di livello,,Ricambio,1.0,45.9,,,1 pz,1,,,,
3.85028,026.042 | 3.85029 | 36.97116.0000 | 81971160275 | 81971160099 | 4057795782129 | 4047755930196 | 101855,,DIESEL-TECHNIC,Serratura cofano posteriore,,Ricambio,2.0,20.9,,,1 pz,1,,,,
3.86225,15.010.7751.370 | 024.061 | 3.86007 | 386226 | 03815500A | 03810900A | 03815500 | 038.155-80A | 03809000A | 81.63730.6480 | 51.3921.224H | 51.3921.223H | 51.3921.222H | 81.63730.6490 | 81.63730.6482 | 81.63730.6496 | 81.63730.6480 | 81.63730.6430 | 81.63730.6460 | 8SB354504011 | 49991 | 49992 | 101038 | 507.00031 | XXL/523 | XXL/509 | MLX/501 | SA2I0070 | 81.63730.6430 | 4047755633295 | 4057795625075 | 11.48.46.781057 | PEM01MG2ZL2LLD | 84981,,DIESEL-TECHNIC,Specchio principale,,Ricambio,1.0,174.9,,,1 pz,1,,,,
3.94040,0543008 | T0909.2 | 909.2 | 08.290.0909.208FM | 08.290.0909.20S | 08.290.0909.2S | 08.290.0909.208 | 08.290.0909.008 | T09092S | 9502 | 020593 | 03016000A | 03016000 | 12-311060001 | 81305606022 | 81305606019 | 3189600070 | 55582601 | 0250333 | 32973 | 21250019 | K2500072 | 61527COS | 4047755155209 | 4047755155216 | 298580 | 81305606019 | 55519 | 81805092005,,DIESEL-TECHNIC,Kit di riparazione,,Ricambio,1.0,28.9,,,1 pz,1,,,,
3.94152,9700519712 | 05.43.007 | 1935611 | 094922 | WSK2823 | 81307256099 | 81307256099 | 4057795057227 | 6032126 | 87118,,DIESEL-TECHNIC,Kit di riparazione,,Ricambio,1.0,49.9,,,1 pz,1,,,,
3.96001,05.32.052 | 020635 | 03627300A | 036.273-00 | 81.35710.6016 | 81357106011 | 19035870 | 55583506 | 568.910 | 4057795514034 | K2500145 | 1257780 | 19035870 | 75410,,DIESEL-TECHNIC,Repair kit wheel hub,,Ricambio,1.0,29.9,,,1 pz,1,,,,
3.96604,44442 | 7597 | 020530 | 2133474 | 2133474A | 03308300A | 81432206204 | 25268 | 2526801 | 118901 | MN-RK-8558 | 31863 | 4047755236489 | 23350204 | A32590 | 53007,,DIESEL-TECHNIC,KIT RIPARAZIONE BRACCIO,,Ricambio,2.0,55.9,,,1 pz,1,,,,
3.96921,8098633003 | 1348924 | 1348948 | 020761 | 5001838374 | 81462006222 | 1708101 | 104374 | 4047755346386 | 4047755346294 | 1255820 | 1253194 | 112775 | 1205268 | 97728,,DIESEL-TECHNIC,Kit guarnizioni,,Ricambio,1.0,28.9,,,1 pz,1,,,,
3.97347,092.523 | 096978 | 51.54114.6092 | K105789K99 | K105789K50 | 173411 | 4057795635173 | 4057795601185 | 80964,,DIESEL-TECHNIC,KIT DI RIPARAZIONE COMPRESSORE,,Ricambio,1.0,110.9,,,1 pz,1,,,,
4.10294,01.27.027 | 201280 | 6552903013 | A6552903013 | 4047755184483 | 4047755184438 | 74219,,DIESEL-TECHNIC,TUBAZIONE FLESSIBILE,,Ricambio,1.0,54.9,,,1 pz,1,,,,
4.10329,01.13.145 | 50100271 | 203.057 | 5410701733 | 5410701533 | 5410701133 | 5410701933 | A5410701133 | A5410701733 | A5410701533 | A5410701933 | 35565 | 02.01.07.233106 | 4057795326941 | 4047755987336 | 67882,,DIESEL-TECHNIC,"Condutto alta pressione, Impianto",,Ricambio,6.0,14.9,,,1 pz,1,,,,
4.10335,0127048 | 201.279 | A0002953935 | 0002953935 | ME13421 | 020129202300 | 4047755158385 | 74218,,DIESEL-TECHNIC,Tubazione flessibile,,Ricambio,1.0,52.9,,,1 pz,1,,,,
4.10337,01.37.064 | 010291 | 0392020001 | 0019972652 | 0019972752 | 0129972382 | A0019972652 | A0019972752 | A0129972382 | 9460247453 | ME11139 | 0019972752 | 4047755158415 | 4057795082397 | 69401,,DIESEL-TECHNIC,Tubazione flessibile,,Ricambio,1.0,17.9,,,1 pz,1,,,,
4.10371,202247 | A9404200548 | 9404200548 | 9404200548 | 4057795397897 | 4047755112844 | 75914,,DIESEL-TECHNIC,Tubo del freno,,Ricambio,1.0,45.9,,,1 pz,1,,,,
4.10372,209190 | 0014292135 | 0014292635 | A0014292635 | A0014292135 | ME47262 | 4057795779693 | 4057795794986 | 97945,,DIESEL-TECHNIC,Tubo dell'aria compressa,,Ricambio,2.0,46.9,,,1 pz,1,,,,
4.10385,01.44.016 | 204.010. | 01368600A | 9425532882 | 9425530882 | A9425530882 | A9425530782 | A9425532882 | 9425530782 | ME13331 | 4047755738099 | 4047755807306 | 02.01.55.221319 | 80496,,DIESEL-TECHNIC,Tubazione flessibile,,Ricambio,1.0,25.9,,,1 pz,1,,,,
4.10420,01.37.119 | 204.006 | A9424660681 | 9424660681 | 4057795337770 | 4047755837785,,DIESEL-TECHNIC,Tubo di sterzo,,Ricambio,2.0,19.9,,,1 pz,1,,,,
